file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
F2BJRLP1,0.0,25.309125,example_corpus,-46.92778916436191,-47.97918178417064,4.119431330785889,8.191358711646952
F2BJRLP2,0.0,28.6474375,example_corpus,-46.54857657068063,-47.59369386257809,4.089632948817761,7.722451356842205
ISLE_SESS0131_BLOCKD02_02_sprt1,0.0,3.875,example_corpus,-44.58636537532217,-48.65976888483221,4.082212447789893,12.422107757688021
ISLE_SESS0131_BLOCKD02_01_sprt1,0.0,4.125,example_corpus,-44.21995592463681,-48.42227524977464,3.5081854232023857,11.13029074707532
ISLE_SESS0131_BLOCKD02_03_sprt1,0.0,4.5,example_corpus,-45.24365017361111,-50.80085959801307,3.3985019965269996,11.42655312425563
F2BJRLP3,0.0,30.7068125,example_corpus,-46.966816590687074,-48.37442229386699,3.233912093405278,10.381692180894614
